제목,URL,조회
시간표 및 모집안내 ,/jungle_time,65
HOME,/home,44
매시브중계,/Junggye,40
매시브경복궁,/massiv_kyungbokpalace,20
매시브분당,/bundang,18
중계점,/80,13
국어,/jungle_teacher_kr,13
HOMEold202408,/HOMEold202408,12
영어,/jungle_teacher_en,12
수학,/jungle_teacher_mt,11
시간표 및 모집안내 ,/93,9
영어,/teachers_english,9
Under Construction,/underconstruction,8
설명회 신청,/jungle_pr,7
시간표 및 모집안내,/116,7
영상작업요청,/requestvideowork,6
MASSIV. 소개,/introduction,5
분당점,/81,5
캠퍼스별 위치,/map,5
수학,/teachers_math,4
