제목,URL,조회
HOMEold202408,/HOMEold202408,76
시간표 및 모집안내 ,/jungle_time,27
매시브중계,/Junggye,21
시간표 및 모집안내,/116,16
시간표 및 모집안내 ,/93,16
영어,/teachers_english,15
매시브분당,/bundang,15
국어,/jungle_teacher_kr,11
중계점,/80,9
매시브경복궁,/massiv_kyungbokpalace,9
수학,/teachers_math,7
분당점,/81,7
수학,/jungle_teacher_mt,7
영상작업요청,/requestvideowork,6
영어,/jungle_teacher_en,6
국어,/teachers_korean,6
영어,/90,5
MASSIV. 소개,/introduction,5
캠퍼스별 위치,/map,4
경복궁 - 7/19 오픈,/82,4
