제목,URL,조회
HOME,/home,52
시간표 및 모집안내 ,/jungle_time,37
매시브중계,/Junggye,35
매시브분당,/bundang,16
MASSIV. 소개,/introduction,14
국어,/jungle_teacher_kr,14
매시브경복궁,/massiv_kyungbokpalace,10
중계점,/80,10
영어,/teachers_english,10
수학,/jungle_teacher_mt,9
매시브대치 Orbi,/127,9
영어,/90,8
시간표 및 모집안내,/116,8
수학,/teachers_math,7
로그인,/login,7
영상작업요청,/requestvideowork,6
영어,/jungle_teacher_en,6
설명회 신청,/jungle_pr,5
